"method","benchmark","model_key","mask_type","budget","requested_budget","effective_budget","budget_repaired","mask_id","prompt_id","true_score","pred_score","abs_error"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P01_direct","0.71","0.7304797384383531","0.020479738438353157"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P02_concise","0.61","0.8431790762567836","0.23317907625678358"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P03_step_by_step","0.74","0.7429779390603116","0.0029779390603116296"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P04_formal","0.68","0.5301867571823023","0.1498132428176977"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P05_verify","0.66","0.530408067259049","0.12959193274095104"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P06_answer_only","0.64","0.5303941363190408","0.10960586368095926"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P07_careful","0.71","0.7690920430302112","0.059092043030211205"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P08_short_proof","0.63","0.6134226957302624","0.01657730426973758"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P09_competition","0.74","0.7159481322750626","0.024051867724937392"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P10_independent_check","0.72","0.7158456103549067","0.004154389645093293"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P11_plan_then_solve","0.72","0.8289845297338156","0.10898452973381567"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P12_no_guessing","0.68","0.6281866120903942","0.05181338790960588"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P13_symbolic","0.71","0.6997292279648459","0.01027077203515403"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P14_work_backwards","0.69","0.8277615435703425","0.13776154357034254"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P15_cases","0.71","0.538758781789365","0.17124121821063498"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P16_invariants","0.73","0.5304746968204607","0.19952530317953932"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P17_constructive","0.63","0.5333386022682105","0.0966613977317895"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P18_error_check","0.7","0.5910154554986038","0.10898454450139616"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P19_minimal_formal","0.63","0.8466489432118164","0.21664894321181638"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P20_final_line_strict","0.7","0.5176170370125647","0.18238296298743528"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P21_boxed_only_after_reasoning","0.62","0.5254907176201852","0.09450928237981482"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P22_no_extra_final_text","0.7","0.6039224459057467","0.09607755409425323"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P23_extractable_answer","0.7","0.5662670955953648","0.13373290440463514"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P24_single_box","0.67","0.8361013903371404","0.16610139033714033"
"pe_rasch","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P25_answer_format_first","0.69","0.8303853241059116","0.14038532410591165"
